vOTUs	sample
KSW-vf_coassembly_k141_245538_full	KSW-VF
KSW-vf_coassembly_k141_1820_full	KSW-VF
KSW-vf_coassembly_k141_71533_full	KSW-VF
KSW-vf_coassembly_k141_906596_full	KSW-VF
KSW-vf_coassembly_k141_141032_full	KSW-VF
KSW-vf_coassembly_k141_837026_full	KSW-VF
KSW-vf_coassembly_k141_872125_full	KSW-VF
KSW-vf_coassembly_k141_802584_full	KSW-VF
KSW-vf_coassembly_k141_1942_full	KSW-VF
KSW-vf_coassembly_k141_245700_full	KSW-VF
KSW-vf_coassembly_k141_663552_full	KSW-VF
KSW-vf_coassembly_k141_976494_full	KSW-VF
KSW-vf_coassembly_k141_175859_full	KSW-VF
KSW-vf_coassembly_k141_698034_full	KSW-VF
KSW-vf_coassembly_k141_36874_full	KSW-VF
KSW-vf_coassembly_k141_210767_full	KSW-VF
KSW-vf_coassembly_k141_454170_full	KSW-VF
KSW-vf_coassembly_k141_663648_full	KSW-VF
KSW-vf_coassembly_k141_524394_full	KSW-VF
KSW-vf_coassembly_k141_71998_full	KSW-VF
KSW-vf_coassembly_k141_246082_full	KSW-VF
KSW-vf_coassembly_k141_872492_full	KSW-VF
KSW-vf_coassembly_k141_489333_full	KSW-VF
KSW-vf_coassembly_k141_141488_full	KSW-VF
KSW-vf_coassembly_k141_106469_full	KSW-VF
KSW-vf_coassembly_k141_280975_full	KSW-VF
KSW-vf_coassembly_k141_837569_full	KSW-VF
KSW-vf_coassembly_k141_628978_full	KSW-VF
KSW-vf_coassembly_k141_350614_full	KSW-VF
KSW-vf_coassembly_k141_315799_full	KSW-VF
KSW-vf_coassembly_k141_72160_full	KSW-VF
KSW-vf_coassembly_k141_176229_full	KSW-VF
KSW-vf_coassembly_k141_698534_full	KSW-VF
KSW-vf_coassembly_k141_524667_full	KSW-VF
KSW-vf_coassembly_k141_141727_full	KSW-VF
KSW-vf_coassembly_k141_211196_full	KSW-VF
KSW-vf_coassembly_k141_977246_full	KSW-VF
KSW-vf_coassembly_k141_594603_full	KSW-VF
KSW-vf_coassembly_k141_385544_full	KSW-VF
KSW-vf_coassembly_k141_281373_full	KSW-VF
KSW-vf_coassembly_k141_454685_full	KSW-VF
KSW-vf_coassembly_k141_803511_full	KSW-VF
KSW-vf_coassembly_k141_176519_full	KSW-VF
KSW-vf_coassembly_k141_768821_full	KSW-VF
KSW-vf_coassembly_k141_107105_full	KSW-VF
KSW-vf_coassembly_k141_733737_full	KSW-VF
KSW-vf_coassembly_k141_698953_full	KSW-VF
KSW-vf_coassembly_k141_733875_full	KSW-VF
KSW-vf_coassembly_k141_943099_full	KSW-VF
KSW-vf_coassembly_k141_246983_full	KSW-VF
KSW-vf_coassembly_k141_803812_full	KSW-VF
KSW-vf_coassembly_k141_454952_full	KSW-VF
KSW-vf_coassembly_k141_211739_full	KSW-VF
KSW-vf_coassembly_k141_769112_full	KSW-VF
KSW-vf_coassembly_k141_803925_full	KSW-VF
KSW-vf_coassembly_k141_38135_full	KSW-VF
KSW-vf_coassembly_k141_490318_full	KSW-VF
KSW-vf_coassembly_k141_734086_full	KSW-VF
KSW-vf_coassembly_k141_664885_full	KSW-VF
KSW-vf_coassembly_k141_595213_full	KSW-VF
KSW-vf_coassembly_k141_769203_full	KSW-VF
KSW-vf_coassembly_k141_595268_full	KSW-VF
KSW-vf_coassembly_k141_176884_full	KSW-VF
KSW-vf_coassembly_k141_142582_full	KSW-VF
KSW-vf_coassembly_k141_908296_full	KSW-VF
KSW-vf_coassembly_k141_386372_full	KSW-VF
KSW-vf_coassembly_k141_73144_full	KSW-VF
KSW-vf_coassembly_k141_665180_full	KSW-VF
KSW-vf_coassembly_k141_838794_full	KSW-VF
KSW-vf_coassembly_k141_873635_full	KSW-VF
KSW-vf_coassembly_k141_212138_full	KSW-VF
KSW-vf_coassembly_k141_804331_full	KSW-VF
KSW-vf_coassembly_k141_1013122_full	KSW-VF
KSW-vf_coassembly_k141_769549_full	KSW-VF
KSW-vf_coassembly_k141_455302_full	KSW-VF
KSW-vf_coassembly_k141_769573_full	KSW-VF
KSW-vf_coassembly_k141_908562_full	KSW-VF
KSW-vf_coassembly_k141_630387_full	KSW-VF
KSW-vf_coassembly_k141_317128_full	KSW-VF
KSW-vf_coassembly_k141_38721_full	KSW-VF
KSW-vf_coassembly_k141_421816_full	KSW-VF
KSW-vf_coassembly_k141_978378_full	KSW-VF
KSW-vf_coassembly_k141_247762_full	KSW-VF
KSW-vf_coassembly_k141_873854_full	KSW-VF
KSW-vf_coassembly_k141_560864_full	KSW-VF
KSW-vf_coassembly_k141_352127_full	KSW-VF
KSW-vf_coassembly_k141_595847_full	KSW-VF
KSW-vf_coassembly_k141_839327_full	KSW-VF
KSW-vf_coassembly_k141_700100_full	KSW-VF
KSW-vf_coassembly_k141_247972_full	KSW-VF
KSW-vf_coassembly_k141_108292_full	KSW-VF
KSW-vf_coassembly_k141_387010_full	KSW-VF
KSW-vf_coassembly_k141_944182_full	KSW-VF
KSW-vf_coassembly_k141_143301_full	KSW-VF
KSW-vf_coassembly_k141_248111_full	KSW-VF
KSW-vf_coassembly_k141_73971_full	KSW-VF
KSW-vf_coassembly_k141_422234_full	KSW-VF
KSW-vf_coassembly_k141_874290_full	KSW-VF
KSW-vf_coassembly_k141_317720_full	KSW-VF
KSW-vf_coassembly_k141_4293_full	KSW-VF
KSW-vf_coassembly_k141_596275_full	KSW-VF
KSW-vf_coassembly_k141_631102_full	KSW-VF
KSW-vf_coassembly_k141_108510_full	KSW-VF
KSW-vf_coassembly_k141_596285_full	KSW-VF
KSW-vf_coassembly_k141_317796_full	KSW-VF
KSW-vf_coassembly_k141_596374_full	KSW-VF
KSW-vf_coassembly_k141_248293_full	KSW-VF
KSW-vf_coassembly_k141_491295_full	KSW-VF
KSW-vf_coassembly_k141_770419_full	KSW-VF
KSW-vf_coassembly_k141_805113_full	KSW-VF
KSW-vf_coassembly_k141_770423_full	KSW-VF
KSW-vf_coassembly_k141_874517_full	KSW-VF
KSW-vf_coassembly_k141_944579_full	KSW-VF
KSW-vf_coassembly_k141_700644_full	KSW-VF
KSW-vf_coassembly_k141_213118_full	KSW-VF
KSW-vf_coassembly_k141_491350_full	KSW-VF
KSW-vf_coassembly_k141_108813_full	KSW-VF
KSW-vf_coassembly_k141_735569_full	KSW-VF
KSW-vf_coassembly_k141_631588_full	KSW-VF
KSW-vf_coassembly_k141_387816_full	KSW-VF
KSW-vf_coassembly_k141_666843_full	KSW-VF
KSW-vf_coassembly_k141_318445_full	KSW-VF
KSW-vf_coassembly_k141_562024_full	KSW-VF
KSW-vf_coassembly_k141_805437_full	KSW-VF
KSW-vf_coassembly_k141_909934_full	KSW-VF
KSW-vf_coassembly_k141_631903_full	KSW-VF
KSW-vf_coassembly_k141_597036_full	KSW-VF
KSW-vf_coassembly_k141_109087_full	KSW-VF
KSW-vf_coassembly_k141_667006_full	KSW-VF
KSW-vf_coassembly_k141_388023_full	KSW-VF
KSW-vf_coassembly_k141_1014689_full	KSW-VF
KSW-vf_coassembly_k141_805511_full	KSW-VF
KSW-vf_coassembly_k141_109120_full	KSW-VF
KSW-vf_coassembly_k141_423267_full	KSW-VF
KSW-vf_coassembly_k141_353435_full	KSW-VF
KSW-vf_coassembly_k141_736111_full	KSW-VF
KSW-vf_coassembly_k141_597203_full	KSW-VF
KSW-vf_coassembly_k141_456924_full	KSW-VF
KSW-vf_coassembly_k141_701463_full	KSW-VF
KSW-vf_coassembly_k141_179007_full	KSW-VF
KSW-vf_coassembly_k141_771340_full	KSW-VF
KSW-vf_coassembly_k141_597327_full	KSW-VF
KSW-vf_coassembly_k141_318927_full	KSW-VF
KSW-vf_coassembly_k141_388351_full	KSW-VF
KSW-vf_coassembly_k141_179066_full	KSW-VF
KSW-vf_coassembly_k141_388428_full	KSW-VF
KSW-vf_coassembly_k141_980198_full	KSW-VF
KSW-vf_coassembly_k141_632389_full	KSW-VF
KSW-vf_coassembly_k141_5465_full	KSW-VF
KSW-vf_coassembly_k141_353849_full	KSW-VF
KSW-vf_coassembly_k141_214250_full	KSW-VF
KSW-vf_coassembly_k141_945783_full	KSW-VF
KSW-vf_coassembly_k141_249532_full	KSW-VF
KSW-vf_coassembly_k141_319266_full	KSW-VF
KSW-vf_coassembly_k141_736814_full	KSW-VF
KSW-vf_coassembly_k141_806047_full	KSW-VF
KSW-vf_coassembly_k141_354143_full	KSW-VF
KSW-vf_coassembly_k141_319442_full	KSW-VF
KSW-vf_coassembly_k141_563122_full	KSW-VF
KSW-vf_coassembly_k141_632836_full	KSW-VF
KSW-vf_coassembly_k141_354230_full	KSW-VF
KSW-vf_coassembly_k141_910815_full	KSW-VF
KSW-vf_coassembly_k141_528252_full	KSW-VF
KSW-vf_coassembly_k141_75992_full	KSW-VF
KSW-vf_coassembly_k141_806238_full	KSW-VF
KSW-vf_coassembly_k141_5933_full	KSW-VF
KSW-vf_coassembly_k141_354350_full	KSW-VF
KSW-vf_coassembly_k141_737054_full	KSW-VF
KSW-vf_coassembly_k141_946162_full	KSW-VF
KSW-vf_coassembly_k141_354357_full	KSW-VF
KSW-vf_coassembly_k141_284832_full	KSW-VF
KSW-vf_coassembly_k141_806351_full	KSW-VF
KSW-vf_coassembly_k141_875783_full	KSW-VF
KSW-vf_coassembly_k141_528476_full	KSW-VF
KSW-vf_coassembly_k141_875802_full	KSW-VF
KSW-vf_coassembly_k141_911164_full	KSW-VF
KSW-vf_coassembly_k141_145656_full	KSW-VF
KSW-vf_coassembly_k141_528600_full	KSW-VF
KSW-vf_coassembly_k141_841976_full	KSW-VF
KSW-vf_coassembly_k141_946551_full	KSW-VF
KSW-vf_coassembly_k141_841979_full	KSW-VF
KSW-vf_coassembly_k141_876012_full	KSW-VF
KSW-vf_coassembly_k141_528653_full	KSW-VF
KSW-vf_coassembly_k141_1016251_full	KSW-VF
KSW-vf_coassembly_k141_528700_full	KSW-VF
KSW-vf_coassembly_k141_110608_full	KSW-VF
KSW-vf_coassembly_k141_145902_full	KSW-VF
KSW-vf_coassembly_k141_633614_full	KSW-VF
KSW-vf_coassembly_k141_911490_full	KSW-VF
KSW-vf_coassembly_k141_772634_full	KSW-VF
KSW-vf_coassembly_k141_668604_full	KSW-VF
KSW-vf_coassembly_k141_772674_full	KSW-VF
KSW-vf_coassembly_k141_668649_full	KSW-VF
KSW-vf_coassembly_k141_215375_full	KSW-VF
KSW-vf_coassembly_k141_911544_full	KSW-VF
KSW-vf_coassembly_k141_1016457_full	KSW-VF
KSW-vf_coassembly_k141_528875_full	KSW-VF
KSW-vf_coassembly_k141_598865_full	KSW-VF
KSW-vf_coassembly_k141_563933_full	KSW-VF
KSW-vf_coassembly_k141_424926_full	KSW-VF
KSW-vf_coassembly_k141_981507_full	KSW-VF
KSW-vf_coassembly_k141_1016462_full	KSW-VF
KSW-vf_coassembly_k141_41685_full	KSW-VF
KSW-vf_coassembly_k141_6634_full	KSW-VF
KSW-vf_coassembly_k141_1016516_full	KSW-VF
KSW-vf_coassembly_k141_76949_full	KSW-VF
KSW-vf_coassembly_k141_668818_full	KSW-VF
KSW-vf_coassembly_k141_215571_full	KSW-VF
KSW-vf_coassembly_k141_215582_full	KSW-VF
KSW-vf_coassembly_k141_876509_full	KSW-VF
KSW-vf_coassembly_k141_355247_full	KSW-VF
KSW-vf_coassembly_k141_876539_full	KSW-VF
KSW-vf_coassembly_k141_146308_full	KSW-VF
KSW-vf_coassembly_k141_599179_full	KSW-VF
KSW-vf_coassembly_k141_911785_full	KSW-VF
KSW-vf_coassembly_k141_459021_full	KSW-VF
KSW-vf_coassembly_k141_529198_full	KSW-VF
KSW-vf_coassembly_k141_146512_full	KSW-VF
KSW-vf_coassembly_k141_911814_full	KSW-VF
KSW-vf_coassembly_k141_355550_full	KSW-VF
KSW-vf_coassembly_k141_738316_full	KSW-VF
KSW-vf_coassembly_k141_1017034_full	KSW-VF
KSW-vf_coassembly_k141_807490_full	KSW-VF
KSW-vf_coassembly_k141_146686_full	KSW-VF
KSW-vf_coassembly_k141_1017058_full	KSW-VF
KSW-vf_coassembly_k141_425513_full	KSW-VF
KSW-vf_coassembly_k141_251343_full	KSW-VF
KSW-vf_coassembly_k141_599648_full	KSW-VF
KSW-vf_coassembly_k141_773411_full	KSW-VF
KSW-vf_coassembly_k141_843073_full	KSW-VF
KSW-vf_coassembly_k141_599733_full	KSW-VF
KSW-vf_coassembly_k141_111641_full	KSW-VF
KSW-vf_coassembly_k141_634566_full	KSW-VF
KSW-vf_coassembly_k141_77692_full	KSW-VF
KSW-vf_coassembly_k141_216194_full	KSW-VF
KSW-vf_coassembly_k141_599862_full	KSW-VF
KSW-vf_coassembly_k141_599926_full	KSW-VF
KSW-vf_coassembly_k141_982566_full	KSW-VF
KSW-vf_coassembly_k141_7621_full	KSW-VF
KSW-vf_coassembly_k141_669798_full	KSW-VF
KSW-vf_coassembly_k141_599968_full	KSW-VF
KSW-vf_coassembly_k141_1017653_full	KSW-VF
KSW-vf_coassembly_k141_181680_full	KSW-VF
KSW-vf_coassembly_k141_600058_full	KSW-VF
KSW-vf_coassembly_k141_529832_full	KSW-VF
KSW-vf_coassembly_k141_634935_full	KSW-VF
KSW-vf_coassembly_k141_982835_full	KSW-VF
KSW-vf_coassembly_k141_252162_full	KSW-VF
KSW-vf_coassembly_k141_982892_full	KSW-VF
KSW-vf_coassembly_k141_774150_full	KSW-VF
KSW-vf_coassembly_k141_78378_full	KSW-VF
KSW-vf_coassembly_k141_460244_full	KSW-VF
KSW-vf_coassembly_k141_216965_full	KSW-VF
KSW-vf_coassembly_k141_217029_full	KSW-VF
KSW-vf_coassembly_k141_635288_full	KSW-VF
KSW-vf_coassembly_k141_704729_full	KSW-VF
KSW-vf_coassembly_k141_147967_full	KSW-VF
KSW-vf_coassembly_k141_357013_full	KSW-VF
KSW-vf_coassembly_k141_252700_full	KSW-VF
KSW-vf_coassembly_k141_704842_full	KSW-VF
KSW-vf_coassembly_k141_774548_full	KSW-VF
KSW-vf_coassembly_k141_357203_full	KSW-VF
KSW-vf_coassembly_k141_530594_full	KSW-VF
KSW-vf_coassembly_k141_357309_full	KSW-VF
KSW-vf_coassembly_k141_78993_full	KSW-VF
KSW-vf_coassembly_k141_460850_full	KSW-VF
KSW-vf_coassembly_k141_949451_full	KSW-VF
KSW-vf_coassembly_k141_1018877_full	KSW-VF
KSW-vf_coassembly_k141_878743_full	KSW-VF
KSW-vf_coassembly_k141_427183_full	KSW-VF
KSW-vf_coassembly_k141_775000_full	KSW-VF
KSW-vf_coassembly_k141_322828_full	KSW-VF
KSW-vf_coassembly_k141_809253_full	KSW-VF
KSW-vf_coassembly_k141_427271_full	KSW-VF
KSW-vf_coassembly_k141_1019167_full	KSW-VF
KSW-vf_coassembly_k141_671217_full	KSW-VF
KSW-vf_coassembly_k141_844912_full	KSW-VF
KSW-vf_coassembly_k141_740487_full	KSW-VF
KSW-vf_coassembly_k141_636321_full	KSW-VF
KSW-vf_coassembly_k141_913896_full	KSW-VF
KSW-vf_coassembly_k141_9195_full	KSW-VF
KSW-vf_coassembly_k141_601670_full	KSW-VF
KSW-vf_coassembly_k141_809541_full	KSW-VF
KSW-vf_coassembly_k141_148884_full	KSW-VF
KSW-vf_coassembly_k141_950059_full	KSW-VF
KSW-vf_coassembly_k141_218393_full	KSW-VF
KSW-vf_coassembly_k141_392737_full	KSW-VF
KSW-vf_coassembly_k141_79808_full	KSW-VF
KSW-vf_coassembly_k141_392757_full	KSW-VF
KSW-vf_coassembly_k141_566870_full	KSW-VF
KSW-vf_coassembly_k141_495856_full	KSW-VF
KSW-vf_coassembly_k141_9710_full	KSW-VF
KSW-vf_coassembly_k141_358361_full	KSW-VF
KSW-vf_coassembly_k141_113767_full	KSW-VF
KSW-vf_coassembly_k141_914356_full	KSW-VF
KSW-vf_coassembly_k141_845463_full	KSW-VF
KSW-vf_coassembly_k141_566971_full	KSW-VF
KSW-vf_coassembly_k141_809820_full	KSW-VF
KSW-vf_coassembly_k141_323619_full	KSW-VF
KSW-vf_coassembly_k141_80002_full	KSW-VF
KSW-vf_coassembly_k141_602233_full	KSW-VF
KSW-vf_coassembly_k141_984853_full	KSW-VF
KSW-vf_coassembly_k141_879981_full	KSW-VF
KSW-vf_coassembly_k141_10137_full	KSW-VF
KSW-vf_coassembly_k141_184106_full	KSW-VF
KSW-vf_coassembly_k141_254135_full	KSW-VF
KSW-vf_coassembly_k141_602524_full	KSW-VF
KSW-vf_coassembly_k141_845866_full	KSW-VF
KSW-vf_coassembly_k141_288603_full	KSW-VF
KSW-vf_coassembly_k141_323929_full	KSW-VF
KSW-vf_coassembly_k141_637341_full	KSW-VF
KSW-vf_coassembly_k141_288696_full	KSW-VF
KSW-vf_coassembly_k141_219121_full	KSW-VF
KSW-vf_coassembly_k141_741861_full	KSW-VF
KSW-vf_coassembly_k141_776450_full	KSW-VF
KSW-vf_coassembly_k141_706779_full	KSW-VF
KSW-vf_coassembly_k141_846136_full	KSW-VF
KSW-vf_coassembly_k141_44665_full	KSW-VF
KSW-vf_coassembly_k141_672684_full	KSW-VF
KSW-vf_coassembly_k141_846258_full	KSW-VF
KSW-vf_coassembly_k141_985472_full	KSW-VF
KSW-vf_coassembly_k141_672747_full	KSW-VF
KSW-vf_coassembly_k141_150107_full	KSW-VF
KSW-vf_coassembly_k141_637918_full	KSW-VF
KSW-vf_coassembly_k141_184612_full	KSW-VF
KSW-vf_coassembly_k141_846525_full	KSW-VF
KSW-vf_coassembly_k141_532039_full	KSW-VF
KSW-vf_coassembly_k141_672997_full	KSW-VF
KSW-vf_coassembly_k141_568016_full	KSW-VF
KSW-vf_coassembly_k141_915545_full	KSW-VF
KSW-vf_coassembly_k141_915547_full	KSW-VF
KSW-vf_coassembly_k141_10947_full	KSW-VF
KSW-vf_coassembly_k141_324661_full	KSW-VF
KSW-vf_coassembly_k141_324688_full	KSW-VF
KSW-vf_coassembly_k141_776997_full	KSW-VF
KSW-vf_coassembly_k141_184780_full	KSW-VF
KSW-vf_coassembly_k141_150458_full	KSW-VF
KSW-vf_coassembly_k141_463098_full	KSW-VF
KSW-vf_coassembly_k141_150475_full	KSW-VF
KSW-vf_coassembly_k141_81231_full	KSW-VF
KSW-vf_coassembly_k141_777047_full	KSW-VF
KSW-vf_coassembly_k141_429573_full	KSW-VF
KSW-vf_coassembly_k141_463242_full	KSW-VF
KSW-vf_coassembly_k141_184913_full	KSW-VF
KSW-vf_coassembly_k141_568459_full	KSW-VF
KSW-vf_coassembly_k141_568465_full	KSW-VF
KSW-vf_coassembly_k141_846916_full	KSW-VF
KSW-vf_coassembly_k141_255412_full	KSW-VF
KSW-vf_coassembly_k141_325106_full	KSW-VF
KSW-vf_coassembly_k141_742930_full	KSW-VF
KSW-vf_coassembly_k141_463465_full	KSW-VF
KSW-vf_coassembly_k141_951524_full	KSW-VF
KSW-vf_coassembly_k141_115525_full	KSW-VF
KSW-vf_coassembly_k141_81699_full	KSW-VF
KSW-vf_coassembly_k141_638861_full	KSW-VF
KSW-vf_coassembly_k141_394598_full	KSW-VF
KSW-vf_coassembly_k141_916213_full	KSW-VF
KSW-vf_coassembly_k141_916225_full	KSW-VF
KSW-vf_coassembly_k141_568851_full	KSW-VF
KSW-vf_coassembly_k141_707984_full	KSW-VF
KSW-vf_coassembly_k141_185464_full	KSW-VF
KSW-vf_coassembly_k141_604187_full	KSW-VF
KSW-vf_coassembly_k141_151325_full	KSW-VF
KSW-vf_coassembly_k141_951859_full	KSW-VF
KSW-vf_coassembly_k141_708283_full	KSW-VF
KSW-vf_coassembly_k141_256062_full	KSW-VF
KSW-vf_coassembly_k141_430401_full	KSW-VF
KSW-vf_coassembly_k141_116066_full	KSW-VF
KSW-vf_coassembly_k141_532936_full	KSW-VF
KSW-vf_coassembly_k141_360655_full	KSW-VF
KSW-vf_coassembly_k141_743665_full	KSW-VF
KSW-vf_coassembly_k141_12064_full	KSW-VF
KSW-vf_coassembly_k141_82229_full	KSW-VF
KSW-vf_coassembly_k141_952008_full	KSW-VF
KSW-vf_coassembly_k141_639441_full	KSW-VF
KSW-vf_coassembly_k141_569399_full	KSW-VF
KSW-vf_coassembly_k141_395065_full	KSW-VF
KSW-vf_coassembly_k141_708551_full	KSW-VF
KSW-vf_coassembly_k141_533071_full	KSW-VF
KSW-vf_coassembly_k141_360936_full	KSW-VF
KSW-vf_coassembly_k141_674405_full	KSW-VF
KSW-vf_coassembly_k141_847859_full	KSW-VF
KSW-vf_coassembly_k141_12292_full	KSW-VF
KSW-vf_coassembly_k141_1022468_full	KSW-VF
KSW-vf_coassembly_k141_82558_full	KSW-VF
KSW-vf_coassembly_k141_604803_full	KSW-VF
KSW-vf_coassembly_k141_498647_full	KSW-VF
KSW-vf_coassembly_k141_431106_full	KSW-VF
KSW-vf_coassembly_k141_46430_full	KSW-VF
KSW-vf_coassembly_k141_256933_full	KSW-VF
KSW-vf_coassembly_k141_778936_full	KSW-VF
KSW-vf_coassembly_k141_431274_full	KSW-VF
KSW-vf_coassembly_k141_395734_full	KSW-VF
KSW-vf_coassembly_k141_605262_full	KSW-VF
KSW-vf_coassembly_k141_812421_full	KSW-VF
KSW-vf_coassembly_k141_326664_full	KSW-VF
KSW-vf_coassembly_k141_779028_full	KSW-VF
KSW-vf_coassembly_k141_744670_full	KSW-VF
KSW-vf_coassembly_k141_744787_full	KSW-VF
KSW-vf_coassembly_k141_13169_full	KSW-VF
KSW-vf_coassembly_k141_83393_full	KSW-VF
KSW-vf_coassembly_k141_46752_full	KSW-VF
KSW-vf_coassembly_k141_465293_full	KSW-VF
KSW-vf_coassembly_k141_326943_full	KSW-VF
KSW-vf_coassembly_k141_1023368_full	KSW-VF
KSW-vf_coassembly_k141_83571_full	KSW-VF
KSW-vf_coassembly_k141_465395_full	KSW-VF
KSW-vf_coassembly_k141_257580_full	KSW-VF
KSW-vf_coassembly_k141_640803_full	KSW-VF
KSW-vf_coassembly_k141_292046_full	KSW-VF
KSW-vf_coassembly_k141_675552_full	KSW-VF
KSW-vf_coassembly_k141_465499_full	KSW-VF
KSW-vf_coassembly_k141_534017_full	KSW-VF
KSW-vf_coassembly_k141_605726_full	KSW-VF
KSW-vf_coassembly_k141_988461_full	KSW-VF
KSW-vf_coassembly_k141_570790_full	KSW-VF
KSW-vf_coassembly_k141_257776_full	KSW-VF
KSW-vf_coassembly_k141_605890_full	KSW-VF
KSW-vf_coassembly_k141_396575_full	KSW-VF
KSW-vf_coassembly_k141_292369_full	KSW-VF
KSW-vf_coassembly_k141_187604_full	KSW-VF
KSW-vf_coassembly_k141_47108_full	KSW-VF
KSW-vf_coassembly_k141_606000_full	KSW-VF
KSW-vf_coassembly_k141_396657_full	KSW-VF
KSW-vf_coassembly_k141_327539_full	KSW-VF
KSW-vf_coassembly_k141_13829_full	KSW-VF
KSW-vf_coassembly_k141_641256_full	KSW-VF
KSW-vf_coassembly_k141_710242_full	KSW-VF
KSW-vf_coassembly_k141_606067_full	KSW-VF
KSW-vf_coassembly_k141_292585_full	KSW-VF
KSW-vf_coassembly_k141_780169_full	KSW-VF
KSW-vf_coassembly_k141_988923_full	KSW-VF
KSW-vf_coassembly_k141_499920_full	KSW-VF
KSW-vf_coassembly_k141_222881_full	KSW-VF
KSW-vf_coassembly_k141_258516_full	KSW-VF
KSW-vf_coassembly_k141_432718_full	KSW-VF
KSW-vf_coassembly_k141_188204_full	KSW-VF
KSW-vf_coassembly_k141_850163_full	KSW-VF
KSW-vf_coassembly_k141_954307_full	KSW-VF
KSW-vf_coassembly_k141_118431_full	KSW-VF
KSW-vf_coassembly_k141_813578_full	KSW-VF
KSW-vf_coassembly_k141_432857_full	KSW-VF
KSW-vf_coassembly_k141_919307_full	KSW-VF
KSW-vf_coassembly_k141_919315_full	KSW-VF
KSW-vf_coassembly_k141_813666_full	KSW-VF
KSW-vf_coassembly_k141_223398_full	KSW-VF
KSW-vf_coassembly_k141_850381_full	KSW-VF
KSW-vf_coassembly_k141_676752_full	KSW-VF
KSW-vf_coassembly_k141_223416_full	KSW-VF
KSW-vf_coassembly_k141_47896_full	KSW-VF
KSW-vf_coassembly_k141_746586_full	KSW-VF
KSW-vf_coassembly_k141_259113_full	KSW-VF
KSW-vf_coassembly_k141_328708_full	KSW-VF
KSW-vf_coassembly_k141_746670_full	KSW-VF
KSW-vf_coassembly_k141_363583_full	KSW-VF
KSW-vf_coassembly_k141_328738_full	KSW-VF
KSW-vf_coassembly_k141_535244_full	KSW-VF
KSW-vf_coassembly_k141_48149_full	KSW-VF
KSW-vf_coassembly_k141_607492_full	KSW-VF
KSW-vf_coassembly_k141_1025492_full	KSW-VF
KSW-vf_coassembly_k141_747120_full	KSW-VF
KSW-vf_coassembly_k141_501171_full	KSW-VF
KSW-vf_coassembly_k141_398440_full	KSW-VF
KSW-vf_coassembly_k141_48472_full	KSW-VF
KSW-vf_coassembly_k141_851462_full	KSW-VF
KSW-vf_coassembly_k141_886014_full	KSW-VF
KSW-vf_coassembly_k141_15901_full	KSW-VF
KSW-vf_coassembly_k141_189745_full	KSW-VF
KSW-vf_coassembly_k141_501490_full	KSW-VF
KSW-vf_coassembly_k141_86273_full	KSW-VF
KSW-vf_coassembly_k141_260229_full	KSW-VF
KSW-vf_coassembly_k141_573310_full	KSW-VF
KSW-vf_coassembly_k141_747764_full	KSW-VF
KSW-vf_coassembly_k141_467800_full	KSW-VF
KSW-vf_coassembly_k141_608254_full	KSW-VF
KSW-vf_coassembly_k141_16146_full	KSW-VF
KSW-vf_coassembly_k141_86475_full	KSW-VF
KSW-vf_coassembly_k141_294475_full	KSW-VF
KSW-vf_coassembly_k141_16186_full	KSW-VF
KSW-vf_coassembly_k141_851995_full	KSW-VF
KSW-vf_coassembly_k141_48869_full	KSW-VF
KSW-vf_coassembly_k141_536162_full	KSW-VF
KSW-vf_coassembly_k141_155826_full	KSW-VF
KSW-vf_coassembly_k141_608581_full	KSW-VF
KSW-vf_coassembly_k141_260691_full	KSW-VF
KSW-vf_coassembly_k141_643718_full	KSW-VF
KSW-vf_coassembly_k141_330468_full	KSW-VF
KSW-vf_coassembly_k141_536443_full	KSW-VF
KSW-vf_coassembly_k141_399483_full	KSW-VF
KSW-vf_coassembly_k141_87176_full	KSW-VF
KSW-vf_coassembly_k141_365271_full	KSW-VF
KSW-vf_coassembly_k141_295185_full	KSW-VF
KSW-vf_coassembly_k141_87292_full	KSW-VF
KSW-vf_coassembly_k141_156243_full	KSW-VF
KSW-vf_coassembly_k141_295235_full	KSW-VF
KSW-vf_coassembly_k141_295244_full	KSW-VF
KSW-vf_coassembly_k141_887248_full	KSW-VF
KSW-vf_coassembly_k141_852764_full	KSW-VF
KSW-vf_coassembly_k141_713530_full	KSW-VF
KSW-vf_coassembly_k141_783220_full	KSW-VF
KSW-vf_coassembly_k141_120796_full	KSW-VF
KSW-vf_coassembly_k141_713739_full	KSW-VF
KSW-vf_coassembly_k141_815649_full	KSW-VF
KSW-vf_coassembly_k141_469072_full	KSW-VF
KSW-vf_coassembly_k141_261703_full	KSW-VF
KSW-vf_coassembly_k141_887833_full	KSW-VF
KSW-vf_coassembly_k141_853336_full	KSW-VF
KSW-vf_coassembly_k141_574967_full	KSW-VF
KSW-vf_coassembly_k141_853556_full	KSW-VF
KSW-vf_coassembly_k141_679858_full	KSW-VF
KSW-vf_coassembly_k141_157357_full	KSW-VF
KSW-vf_coassembly_k141_749796_full	KSW-VF
KSW-vf_coassembly_k141_645057_full	KSW-VF
KSW-vf_coassembly_k141_262307_full	KSW-VF
KSW-vf_coassembly_k141_366580_full	KSW-VF
KSW-vf_coassembly_k141_816251_full	KSW-VF
KSW-vf_coassembly_k141_17630_full	KSW-VF
